player,school,conf,gp,Min_per,ortg,usg,efg_pct_given,ts_pct_given,orb_pct,drb_pct,ast_pct,tov_pct,ftm,fta,ft_pct,twopm,twopa,twop_pct,fg3m,fg3a,fg3_pct,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,draft_year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mpg,ogbpm,dgbpm,oreb,dreb,trb_pg,ast_pg,stl_pg,blk_pg,pts_pg,Unnamed: 64,Unnamed: 65,minutes,fgm,fga,efg_pct,ts_pct,position,height_w_shoes_in,weight_lbs,bmi,body_fat_pct,wingspan_in,standing_reach_in,hand_length_in,hand_width_in,vert_no_step_in,vert_max_in,lane_agility_sec,shuttle_run_sec,three_quarter_sprint_sec,bench_reps,BAR,PAN,PBHGT,PDHGT,rookie_per,usage_proxy_per40,ws_ratio,reach_ratio,power_to_weight,bmi_like,shooting_split
SPENCER DINWIDDIE,Colorado,P12,17,37.4,129.4,21.5,0.565,0.6666,1.8,9.6,26.3,15.6,102,119,0.857,35,68,0.515,26,63,0.413,0.8,2.9,90.8,Jr,6-Jun,25,4.97557,134.102,2.4,2014,19806,all,73.8,2.13333701,25.0,44.0,10.0,23.0,0.5682,0.4348,4.0,4.0,1.0,38.0,100.765,96.9882,3.50461,96.5382,8.95779,7.04213,1.91566,9.1455,31.1176,5.52197,3.62353,0.4706,2.5882,3.0588,3.7647,1.5294,0.2353,14.7059,Scoring PG,7.073,528.9992,61,131,0.5648854961832062,0.6666,PG,76.5,204.9,24.6,0.054,80.25,103.0,8.25,9.0,,,,,,,104.9%,74.3,,,4.9,,1.0490196078431373,1.34640522875817,,0.03501217480456235,0.3765526717557252
STANLEY JOHNSON,Arizona,P12,38,70.9,108.0,26.0,0.501,0.551,8.9,19.1,11.6,17.4,132,178,0.742,131,274,0.478,43,116,0.371,1.6,3.2,45.6,Fr,6-Jun,5.0,3.49987,120.974,3.7,2015,34150,all,99.6,0.7682932,64.0,119.0,67.0,155.0,0.5378,0.4323,16.0,16.0,1.0,8.0,86.6693,82.5525,4.41275,234.531,8.8059,4.11077,4.69513,8.38064,28.4474,4.5269,3.85374,1.9737,4.5263,6.5,1.6579,1.5,0.3947,13.7632,Wing F,6.39449,1081.0012,174,390,0.5012820512820513,0.551,SF,77.0,241.8,28.7,0.075,83.5,102.0,9.0,9.0,,,,,,,108.4%,81.0,,,7.8,,1.0844155844155845,1.3246753246753247,,0.04078259402934728,0.2762064102564103
STEPHEN CURRY,Davidson,SC,33,82.1,118.0,37.5,0.5489999999999999,0.6046,1.8,12.3,39.8,16.6,212,241,0.88,176,340,0.518,127,327,0.388,0.7,3.9,36.1,Jr,3-Jun,,6.66086,141.028,2.8,2009,1827,all,49.0,1.43198081,,,,,,,,,,7.0,89.1128,88.3785,4.44618,253.62,12.3076,9.67838,2.62918,15.279,33.8182,10.7909,4.48812,0.5758,3.9091,4.4848,5.4242,2.3333,0.2121,28.6364,,16.3103,1116.0005999999998,303,667,0.5494752623688156,0.6046,PG-SG,74.0,181.0,23.2,0.057,75.5,97.0,,,29.5,35.5,11.07,,3.28,10.0,102.0%,,126.5,132.5,19.0,,1.0202702702702702,1.3108108108108107,1.9613259668508287,0.033053323593864134,0.3322127436281859
STEVEN ADAMS,Pittsburgh,BE,32,56.1,109.7,18.0,0.5710000000000001,0.5546,15.3,19.1,5.4,16.9,31,70,0.443,100,175,0.571,0,0,0.0,11.2,1.9,40.0,Fr,Jul-00,13,2.11474,110.145,2.8,2013,26892,all,99.2,0.57140248,85.0,129.0,15.0,46.0,0.6589,0.3261,29.0,33.0,0.8788,12.0,86.5013,83.1502,3.44551,158.07,9.76937,2.06394,7.70544,7.0935,23.4062,3.36616,3.72734,2.8125,3.5312,6.3438,0.625,0.6562,2.0312,7.2188,C,0.0,748.9984,100,175,0.5714285714285714,0.5546,C,82.75,254.5,26.1,0.067,88.5,109.5,9.5,11.0,28.5,33.0,11.85,3.02,3.4,16.0,106.9%,104.5,138.0,142.5,6.4,,1.0694864048338368,1.3232628398791542,2.074656188605108,0.03716650998074132,0.3169142857142857
TJ WARREN,North Carolina St.,ACC,35,84.8,113.7,33.6,0.5479999999999999,0.5735,10.8,12.8,8.6,12.2,156,226,0.69,311,536,0.58,31,116,0.267,1.8,3.1,34.7,So,8-Jun,24.0,6.29422,139.697,3.1,2014,26777,all,95.6,0.48195156,192.0,251.0,120.0,286.0,0.7649,0.4196,37.0,37.0,1.0,14.0,102.54,98.2359,3.80547,233.712,7.66874,7.04296,0.625785,10.6145,35.3714,9.31937,1.29514,3.2286,3.9143,7.1429,1.1429,1.8,0.6,24.8857,Wing F,5.71862,1237.999,342,652,0.5483128834355828,0.5735,SF,79.0,220.2,24.8,0.08,82.25,104.0,8.75,9.0,27.0,35.5,11.1,3.04,3.26,,104.1%,78.8,131.0,139.5,6.2,,1.0411392405063291,1.3164556962025316,,0.0352828072424291,0.31445743865030673
TAJ GIBSON,USC,P10,35,83.6,117.1,21.5,0.601,0.6212,13.4,19.0,8.2,17.4,120,182,0.659,190,316,0.601,0,0,0.0,9.5,1.8,57.6,Jr,9-Jun,,4.64739,124.31,3.5,2009,1132,all,90.4,0.61110299,,,,,,,,,,26.0,91.7663,84.1619,4.88672,259.815,11.3356,4.38556,6.95008,9.59617,33.6857,5.14951,4.44666,3.5143,5.5143,9.0286,1.2571,0.9714,2.8571,14.2857,,0.0,1178.9995,190,316,0.6012658227848101,0.6212,PF,80.5,214.4,23.3,0.066,88.0,109.0,,,25.5,30.0,11.56,,3.41,12.0,109.3%,,134.5,139.0,13.1,,1.093167701863354,1.3540372670807452,1.6791044776119401,0.03308514332008796,0.373506329113924
TAUREAN PRINCE,Baylor,B12,33,76.2,107.2,27.2,0.493,0.5366,8.9,14.7,15.4,18.9,110,143,0.769,130,278,0.468,53,147,0.361,2.7,2.3,33.6,Sr,8-Jun,21.0,3.97337,124.535,3.3,2016,24114,all,62.6,0.86361423,78.0,123.0,52.0,156.0,0.6341,0.3333,14.0,15.0,0.9333,12.0,102.839,97.5834,3.31742,182.37,6.32222,4.52221,1.80001,5.91323,30.8182,5.0929,0.820334,2.303,3.6364,5.9394,2.303,1.2121,0.7273,16.0303,Wing F,8.5828,1017.0006000000001,183,425,0.4929411764705882,0.5366,SF,78.5,220.2,25.1,0.065,83.5,102.0,9.0,8.5,34.0,36.0,10.96,2.8,3.24,,106.4%,76.5,136.0,138.0,4.0,,1.0636942675159236,1.2993630573248407,,0.03573370116434744,0.2645122352941176
TERRENCE ROSS,Washington,P12,35,77.2,111.9,23.3,0.534,0.5577000000000001,4.7,17.6,9.2,15.5,72,94,0.766,143,276,0.518,72,194,0.371,3.0,2.3,20.0,So,6-Jun,31.0,3.77753,119.619,3.6,2012,18838,all,93.8,0.69999999,60.0,87.0,83.0,189.0,0.6897,0.4392,22.0,28.0,0.7857,8.0,95.3759,92.0641,3.67196,235.384,5.77755,3.37502,2.40253,7.31254,31.0857,4.99144,2.32109,1.3714,5.0571,6.4286,1.4,1.2571,0.9429,16.4,Wing F,10.0374,1087.9995,215,470,0.5340425531914894,0.5577000000000001,SG-SF,78.0,196.6,22.7,0.032,79.25,100.5,8.75,10.3,31.0,37.5,11.78,,3.28,2.0,101.6%,89.7,131.5,138.0,5.3,,1.016025641025641,1.2884615384615385,0.38148524923702953,0.032314266929651544,0.2978355319148937
TERRENCE WILLIAMS,Louisville,BE,37,85.3,108.1,21.3,0.504,0.5172,4.5,22.7,27.0,18.4,68,117,0.581,112,244,0.459,57,148,0.385,2.3,4.0,29.8,Sr,6-Jun,,3.66838,115.268,2.0,2009,2178,all,85.0,2.15118526,,,,,,,,,,11.0,82.7598,77.2472,5.80053,323.675,10.9981,4.41739,6.58071,11.3982,34.2162,5.35649,6.04175,1.3784,7.1892,8.5676,5.0,2.3243,0.7838,12.5135,,6.73594,1265.9994,169,392,0.5038265306122449,0.5172,SG-SF,77.0,213.2,25.3,0.051,81.0,103.5,,,30.5,37.0,11.15,,3.18,9.0,105.2%,,134.0,140.5,9.3,,1.051948051948052,1.344155844155844,1.5619136960600377,0.03595884634845674,0.2605790816326531
THOMAS ROBINSON,Kansas,B12,39,79.2,106.7,29.4,0.512,0.5487,11.1,30.7,13.1,16.8,163,239,0.682,254,503,0.505,7,14,0.5,2.9,2.0,46.2,Jr,9-Jun,0.0,4.63034,126.452,3.5,2012,14520,all,94.6,0.69231637,169.0,262.0,80.0,229.0,0.645,0.3493,70.0,83.0,0.8434,5.0,84.1211,78.9353,5.21431,313.096,6.34106,2.2429,4.09816,7.56676,31.7949,4.77229,2.79446,2.8974,8.9744,11.8718,1.8462,1.0769,0.8718,17.7436,PF/C,0.665341,1240.0011,261,517,0.511605415860735,0.5487,PF,79.75,244.2,27.0,0.05,87.25,106.0,9.75,10.5,28.5,35.5,11.96,,3.17,15.0,109.4%,102.4,134.5,141.5,6.3,,1.0940438871473355,1.329153605015674,2.1805896805896805,0.03839584909739487,0.2807178916827853
TIM HARDAWAY,Michigan,B10,37,84.2,104.9,22.3,0.504,0.5271,0.8,14.5,12.9,15.0,73,105,0.695,125,260,0.481,68,190,0.358,1.4,1.2,23.3,Jr,6-Jun,10,3.76564,115.272,2.2,2013,14888,all,68.0,1.30430586,63.0,85.0,62.0,175.0,0.7412,0.3543,20.0,22.0,0.9091,24.0,99.6,93.4428,3.8968,214.122,4.53743,3.20031,1.33712,4.30914,34.9459,3.15549,1.15365,0.2162,4.2973,4.5135,2.4324,0.6757,0.4595,14.2432,Wing G,9.19968,1292.9983,193,450,0.5044444444444445,0.5271,SG,76.5,199.4,24.0,0.061,79.0,101.0,8.0,9.3,31.5,37.5,10.68,2.93,3.25,16.0,103.3%,74.0,132.5,138.5,7.4,,1.0326797385620916,1.3202614379084967,3.009027081243731,0.0340723653295741,0.26589266666666667
TOBIAS HARRIS,Tennessee,SEC,34,72.5,109.5,25.9,0.489,0.5396,7.5,20.6,10.4,14.3,128,170,0.753,162,326,0.497,23,76,0.303,3.4,1.4,42.3,Fr,8-Jun,12.0,3.86035,123.298,2.8,2011,16657,all,99.0,0.7096792,95.0,143.0,67.0,183.0,0.6643,0.3661,21.0,23.0,0.913,19.0,97.8243,91.867,3.5272,197.759,4.80112,2.71068,2.09044,6.7151,29.2059,5.33543,1.37966,1.9706,5.2941,7.2647,1.2941,0.7059,0.8529,15.3235,PF/C,4.52936,993.0006,185,402,0.48880597014925375,0.5396,SF-PF,78.5,222.8,25.4,0.084,83.0,103.5,8.75,9.0,31.5,37.5,10.96,,3.17,12.0,105.7%,78.8,135.0,141.0,5.2,,1.0573248407643312,1.3184713375796178,2.0197486535008977,0.036155624974644,0.2637597014925373
TONEY DOUGLAS,Florida St.,ACC,35,90.7,115.7,27.6,0.525,0.5811,2.7,9.1,20.2,14.6,188,232,0.81,154,315,0.489,85,221,0.385,1.3,2.9,43.3,Sr,1-Jun,,5.98636,131.814,2.4,2009,3607,all,84.8,1.17242632,,,,,,,,,,29.0,96.8368,90.557,4.49604,228.792,8.10949,6.63996,1.46953,9.74611,36.5429,7.17103,2.57508,0.8,3.1143,3.9143,2.9143,1.8,0.4286,21.4571,,10.1951,1279.0015,239,536,0.5251865671641791,0.5811,PG,73.0,183.4,24.2,0.052,78.0,97.5,,,28.0,32.5,10.63,,3.03,15.0,106.8%,,125.5,130.0,8.3,,1.0684931506849316,1.3356164383561644,2.6581243184296617,0.03441546256333271,0.30518591417910446
TONY SNELL,New Mexico,MWC,35,77.5,105.0,22.0,0.516,0.5623,1.6,8.1,22.4,18.5,86,102,0.843,80,177,0.452,64,164,0.39,1.9,1.6,29.9,Jr,7-Jun,21,3.09291,112.65,1.7,2013,19313,all,19.6,1.40280001,31.0,56.0,49.0,121.0,0.5536,0.405,8.0,10.0,0.8,20.0,97.3769,93.548,3.48131,174.245,4.17125,2.93837,1.23289,5.51475,31.2286,3.9188,1.59595,0.4,2.2286,2.6286,2.8857,0.8286,0.4857,12.5143,Scoring PG,9.27022,1093.001,144,341,0.5161290322580645,0.5623,SF-SG,78.0,198.2,22.9,0.049,83.5,105.5,9.0,9.5,30.0,36.5,11.36,2.84,3.25,7.0,107.1%,85.5,135.5,142.0,4.2,,1.0705128205128205,1.3525641025641026,1.2891019172552978,0.032577251808021034,0.2902193548387097
TONY WROTEN,Washington,P12,35,75.3,95.7,32.1,0.45299999999999996,0.48829999999999996,8.0,9.8,24.5,21.8,154,264,0.583,189,391,0.483,9,56,0.161,1.2,3.5,59.1,Fr,5-Jun,14,2.94965,112.563,3.5,2012,21082,all,96.4,0.98485972,134.0,232.0,55.0,159.0,0.5776,0.3459,17.0,20.0,0.85,25.0,97.047,93.6772,3.41557,215.125,4.17926,1.85641,2.32285,4.00112,30.3429,2.30166,1.69946,2.2857,2.7429,5.0286,3.7143,1.8857,0.3714,15.9714,Scoring PG,2.97052,1062.0015,198,447,0.45302013422818793,0.48829999999999996,PG,76.75,203.2,24.3,0.052,81.0,101.0,8.0,9.0,30.0,35.5,10.75,,3.24,0.0,105.5%,72.0,131.0,136.5,2.4,,1.0553745928338762,1.3159609120521172,0.0,0.0344958567199652,0.22120973154362414
TREVOR BOOKER,Clemson,ACC,32,76.9,112.0,24.7,0.5329999999999999,0.5495,10.1,20.4,17.4,14.4,101,171,0.591,179,327,0.547,9,34,0.265,4.6,2.5,47.4,Sr,7-Jun,35,4.35402,125.31,2.6,2010,2429,all,49.8,1.30642577,139.0,192.0,40.0,135.0,0.724,0.2963,33.0,37.0,0.8919,23.0,88.4183,84.658,4.46515,225.348,9.79521,4.77296,5.02225,10.0595,30.75,6.40153,3.65793,2.7812,5.5938,8.375,2.5312,1.3438,1.4062,15.1875,Wing F,1.94973,984.0,188,361,0.5332409972299169,0.5495,PF,78.25,235.8,27.1,0.073,81.75,106.0,9.0,9.5,31.0,36.0,11.15,,3.1,22.0,104.5%,85.5,137.0,142.0,8.0,,1.0447284345047922,1.354632587859425,3.3587786259541983,0.03851014096295767,0.2930159279778393
TREY BURKE,Michigan,B10,38,87.6,121.4,28.9,0.529,0.5685,1.8,8.9,37.4,13.1,132,164,0.805,176,350,0.503,74,193,0.383,1.6,2.8,30.2,So,Jun-00,3,7.31804,144.075,2.1,2013,21380,all,81.6,3.11109036,67.0,105.0,109.0,246.0,0.6381,0.4431,9.0,9.0,1.0,9.0,98.2568,92.27,4.09053,235.865,11.2633,9.55955,1.70372,12.2776,35.3947,9.22369,3.05393,0.5263,2.6842,3.2105,6.6316,1.6053,0.5263,18.5789,Pure PG,8.98223,1344.9986,250,543,0.5285451197053407,0.5685,PG,71.75,187.0,25.5,0.069,77.5,97.5,8.25,8.8,29.5,36.5,11.2,3.01,3.16,3.0,108.0%,72.2,127.0,134.0,12.1,,1.0801393728222997,1.3588850174216027,0.5855614973262032,0.036324345324090374,0.3004779005524862
TREY LYLES,Kentucky,SEC,36,52.6,112.6,20.6,0.496,0.5426,9.9,16.1,9.2,15.0,75,102,0.735,113,211,0.536,4,29,0.138,2.1,1.4,42.5,Fr,10-Jun,41.0,2.66531,119.146,2.8,2015,35837,all,97.8,0.92685926,69.0,88.0,44.0,123.0,0.7841,0.3577,28.0,30.0,0.9333,12.0,85.2659,80.7753,3.68296,154.613,7.23508,3.72842,3.50666,6.72041,23.0,3.61558,3.10483,1.8056,3.4167,5.2222,1.0556,0.5278,0.4444,8.6944,PF/C,2.18574,828.0,117,240,0.49583333333333335,0.5426,PF,81.0,241.2,25.8,0.121,85.5,108.0,9.25,10.3,,,,,,,105.6%,94.8,,,6.9,,1.0555555555555556,1.3333333333333333,,0.03676268861454046,0.26903916666666666
TRISTAN THOMPSON,Texas,B12,36,76.8,107.4,23.1,0.546,0.5365,13.9,13.6,8.0,14.5,127,261,0.487,172,315,0.546,0,0,0.0,7.2,1.8,82.9,Fr,8-Jun,13.0,3.34791,116.323,3.6,2011,16072,all,97.8,0.70311623,118.0,163.0,54.0,152.0,0.7239,0.3553,70.0,75.0,0.9333,4.0,88.6309,84.3695,4.53819,237.951,9.71642,3.73655,5.97987,7.81152,30.9444,4.0139,3.79762,3.8333,4.0,7.8333,1.25,0.9444,2.3889,13.0833,C,0.0,1113.9984,172,315,0.546031746031746,0.5365,PF,79.5,227.4,25.3,0.062,85.25,108.5,8.75,9.3,30.0,35.0,10.92,,3.26,9.0,107.2%,80.9,138.5,143.5,9.7,,1.0723270440251573,1.3647798742138364,1.3852242744063323,0.03597958941497567,0.29294603174603173
TY LAWSON,North Carolina,ACC,34,69.3,133.7,22.7,0.598,0.6529,2.3,7.6,35.7,14.9,164,205,0.8,127,229,0.555,48,104,0.462,0.4,3.8,61.6,Jr,11-May,,6.42305,145.653,2.2,2009,2335,all,98.8,3.39388009,,,,,,,,,,18.0,95.9576,90.0007,3.79468,213.1,12.5649,10.8452,1.71975,13.9619,30.2647,9.54698,4.4149,0.6471,2.3235,2.9706,6.5882,2.1471,0.1471,16.5294,,5.32317,1028.9998,175,333,0.5975975975975976,0.6529,PG,71.25,196.6,27.2,0.066,72.75,94.5,,,29.0,36.5,10.98,,3.12,14.0,102.1%,,123.5,131.0,9.4,,1.0210526315789474,1.3263157894736841,2.599186164801628,0.038726992920898734,0.39017147147147146
TYLER ENNIS,Syracuse,ACC,34,88.7,114.5,22.7,0.45299999999999996,0.5107,2.6,9.0,32.5,13.8,114,149,0.765,118,275,0.429,30,85,0.353,0.7,3.9,41.4,Fr,2-Jun,11.0,4.3659,123.151,2.3,2014,32691,all,95.6,3.2413389,68.0,123.0,51.0,153.0,0.5528,0.3333,2.0,2.0,1.0,18.0,97.6955,92.6229,4.56203,202.885,6.86227,4.85439,2.00787,7.99607,35.7353,4.48187,3.5142,0.7941,2.5882,3.3824,5.5294,2.1176,0.1765,12.9412,Pure PG,4.5863,1215.0002000000002,148,360,0.4527777777777778,0.5107,PG,73.0,181.5,23.9,0.062,79.25,98.0,8.25,8.8,29.0,36.0,11.12,2.84,3.3,,108.6%,72.2,127.0,134.0,3.5,,1.0856164383561644,1.3424657534246576,,0.034058922874835806,0.23123361111111113
TYLER ZELLER,North Carolina,ACC,38,70.2,121.2,24.4,0.5529999999999999,0.6156,14.1,20.2,6.3,15.3,181,224,0.808,220,398,0.553,0,0,0.0,5.3,1.7,56.3,Sr,Jul-00,44.0,4.78484,133.481,3.8,2012,6927,all,97.0,0.49315494,89.0,131.0,131.0,267.0,0.6794,0.4906,32.0,34.0,0.9412,17.0,88.5932,84.3171,4.09334,257.763,10.0044,5.44846,4.55591,9.91323,28.1579,6.60917,3.30406,3.8421,5.7632,9.6053,0.9474,0.8947,1.5263,16.3421,C,0.0,1070.0002,220,398,0.5527638190954773,0.6156,PF-C,83.25,247.4,25.1,0.064,84.0,104.5,9.0,9.8,30.0,34.0,11.13,,3.4,16.0,100.9%,87.8,134.5,138.5,10.4,,1.009009009009009,1.2552552552552552,2.198868229587712,0.03569695821948074,0.34028140703517584
TYREKE EVANS,Memphis,CUSA,37,72.2,101.8,33.0,0.489,0.5292,5.0,15.3,30.0,21.8,138,194,0.711,196,381,0.514,34,124,0.274,2.8,4.2,38.4,Fr,6-Jun,,3.78458,122.038,3.3,2009,9524,all,99.2,1.07519617,,,,,,,,,,4.0,82.1427,79.0978,4.72624,250.295,10.0383,3.86939,6.16888,10.5783,28.973,5.31444,5.26382,1.2703,4.0811,5.3514,3.8649,2.0811,0.7838,17.0811,,6.69466,1072.001,230,505,0.4891089108910891,0.5292,PG-SG,76.0,220.6,26.8,0.071,83.25,104.0,,,28.5,34.0,11.81,,3.17,7.0,109.5%,,132.5,138.0,19.6,,1.0953947368421053,1.368421052631579,1.0788757932910245,0.03819252077562327,0.25883643564356434
TYUS JONES,Duke,ACC,39,84.2,121.8,19.9,0.489,0.5749,1.8,9.9,27.5,17.4,144,162,0.889,88,200,0.44,47,124,0.379,0.2,2.7,50.0,Fr,1-Jun,5.0,5.06662,128.753,1.4,2015,37730,all,98.6,2.8552881,51.0,87.0,37.0,113.0,0.5862,0.3274,0.0,0.0,,24.0,98.3377,91.4497,4.202,223.713,8.58766,6.36463,2.22302,8.39666,33.8974,5.61301,2.78366,0.4872,3.0256,3.5128,5.5641,1.5128,0.0769,11.8205,Scoring PG,5.64527,1321.9986,135,324,0.48919753086419754,0.5749,PG,72.5,184.6,24.7,0.065,77.0,97.0,8.25,8.8,26.5,32.5,11.84,2.95,3.32,2.0,106.2%,72.2,123.5,129.5,5.4,,1.0620689655172413,1.3379310344827586,0.35211267605633806,0.03512009512485137,0.28123966049382715
VICTOR OLADIPO,Indiana,B10,36,70.4,122.7,22.6,0.648,0.6712,11.7,14.0,15.2,21.1,97,130,0.746,152,236,0.644,30,68,0.441,2.8,4.6,42.8,Jr,5-Jun,4,4.92927,134.339,3.5,2013,18513,all,73.0,0.90244967,127.0,182.0,25.0,54.0,0.6978,0.463,35.0,36.0,0.9722,2.0,85.8364,81.39,4.35053,246.196,15.2772,8.79828,6.47896,14.3486,28.3611,8.76043,5.58813,2.5833,3.75,6.3333,2.0556,2.1667,0.7778,13.6389,Wing G,3.95201,1020.9996,182,304,0.6480263157894737,0.6712,SG,75.25,213.2,26.5,0.066,81.25,100.5,8.75,9.3,33.0,42.0,10.69,3.14,3.25,15.0,108.0%,80.9,133.5,142.5,13.2,,1.079734219269103,1.3355481727574752,2.954971857410882,0.037650798556307326,0.43495526315789473
WADE BALDWIN,Vanderbilt,SEC,33,75.3,109.5,26.4,0.49200000000000005,0.5709000000000001,1.5,11.6,33.7,19.7,155,194,0.799,94,215,0.437,41,101,0.406,1.0,2.3,61.4,So,3-Jun,4.0,3.89036,124.161,3.4,2016,36903,all,74.0,1.89008554,63.0,118.0,31.0,98.0,0.5339,0.3163,13.0,15.0,0.8667,17.0,96.7419,92.0043,3.86419,190.487,6.9925,4.59175,2.40075,6.5147,30.3636,3.94335,2.57135,0.3939,3.6061,4.0,5.2121,1.2121,0.3333,14.1212,Pure PG,5.77537,1001.9988000000001,135,316,0.4920886075949367,0.5709000000000001,PG,74.5,201.8,25.6,0.052,83.25,100.0,9.0,9.8,32.5,38.0,10.45,3.01,3.19,,111.7%,87.8,132.5,138.0,3.8,,1.1174496644295302,1.342281879194631,,0.036358722580063965,0.2809333860759494
WAYNE ELLINGTON,North Carolina,ACC,37,76.4,123.7,20.4,0.575,0.601,5.4,10.9,14.8,13.9,87,112,0.777,126,236,0.534,83,200,0.415,0.5,1.5,25.7,Jr,4-Jun,,4.94137,130.887,1.9,2009,2343,all,98.4,1.63939096,,,,,,,,,,28.0,99.2781,93.3517,3.48877,202.594,8.95892,7.84373,1.11519,8.77198,30.6486,7.46548,1.3065,1.5405,3.3784,4.9189,2.7027,0.8919,0.1622,15.8919,,9.28553,1133.9982,209,436,0.5745412844036697,0.601,SG,76.25,202.4,24.5,0.055,78.5,100.0,,,31.5,38.0,11.14,,3.2,13.0,103.0%,,131.5,138.0,5.6,,1.0295081967213116,1.3114754098360655,2.440711462450593,0.03481214727223865,0.34529931192660546
WILL BARTON,Memphis,CUSA,35,87.3,116.3,25.4,0.55,0.5875,7.6,18.5,17.3,14.2,134,179,0.749,193,345,0.559,37,107,0.346,2.1,2.4,39.6,So,6-Jun,5.0,5.44022,129.22,2.4,2012,19014,all,97.6,1.34663307,133.0,188.0,60.0,157.0,0.7074,0.3822,41.0,45.0,0.9111,40.0,91.0706,88.4891,4.59015,254.624,9.36629,6.08935,3.27694,9.02343,35.3143,6.72944,2.29398,2.0,5.9714,7.9714,2.8857,1.4286,0.7143,18.0286,Wing F,5.1237,1236.0005,230,452,0.5497787610619469,0.5875,SG-SF,77.0,174.4,20.7,0.041,81.75,102.5,9.0,9.5,30.0,34.0,12.5,,3.6,0.0,106.2%,85.5,132.5,136.5,3.8,,1.0616883116883118,1.3311688311688312,0.0,0.029414741103052793,0.3229950221238938
WILLIE CAULEY-STEIN,Kentucky,SEC,39,64.3,115.8,18.3,0.5720000000000001,0.5879,11.1,17.3,7.4,16.2,79,128,0.617,135,236,0.572,0,0,0.0,7.1,2.9,54.2,Jr,Jul-00,15.0,2.9961,118.997,3.1,2015,24136,all,91.6,0.79168017,106.0,141.0,30.0,96.0,0.7518,0.3125,69.0,74.0,0.9324,6.0,79.0904,74.9298,4.67976,235.411,12.7451,4.42742,8.31771,11.331,25.9487,5.07159,6.25944,2.2821,4.1538,6.4359,0.9744,1.2051,1.7179,8.9487,C,0.0,1011.9993,135,236,0.5720338983050848,0.5879,C,83.25,242.4,24.6,0.063,87.0,111.0,9.5,9.0,,,,,,,104.5%,85.5,,,11.0,,1.045045045045045,1.3333333333333333,,0.03497551605659714,0.3362987288135593
XAVIER HENRY,Kansas,B12,36,68.3,113.7,21.7,0.555,0.591,5.2,11.5,9.8,18.2,90,115,0.783,93,189,0.492,69,165,0.418,1.8,3.1,32.5,Fr,6-Jun,1,3.50784,121.52,2.7,2010,10527,all,99.0,0.76809101,60.0,90.0,33.0,99.0,0.6667,0.3333,17.0,17.0,1.0,12.0,94.3044,87.9117,3.68132,187.834,8.26661,5.41597,2.85064,7.97607,27.5,5.49854,2.47754,1.1944,3.1667,4.3611,1.4722,1.5,0.5,13.4167,Wing G,9.14942,990.0,162,354,0.5550847457627118,0.591,SG,77.25,210.2,24.8,0.047,83.25,105.0,8.75,10.0,28.5,36.5,11.1,,3.18,8.0,107.8%,87.5,133.5,141.5,2.8,,1.0776699029126213,1.3592233009708738,1.389153187440533,0.03522376179554047,0.32805508474576267
ZACH LAVINE,UCLA,P12,37,60.7,107.3,19.0,0.524,0.5448,2.4,9.5,12.6,13.9,47,68,0.691,79,160,0.494,48,128,0.375,0.8,2.1,23.6,Fr,5-Jun,14.0,1.90023,110.248,3.2,2014,31114,all,90.0,1.57149149,51.0,90.0,28.0,68.0,0.5667,0.4118,21.0,25.0,0.84,13.0,103.564,98.8807,2.59395,148.504,2.74348,2.46177,0.281707,1.99942,24.4324,1.46349,0.535932,0.4865,2.0541,2.5405,1.7838,0.8919,0.1622,9.4324,Wing G,8.06163,903.9988000000001,127,288,0.5243055555555556,0.5448,PG,76.5,180.9,21.7,0.047,80.25,100.0,8.25,8.8,33.5,41.5,10.42,2.8,3.19,,104.9%,72.2,133.5,141.5,9.4,,1.0490196078431373,1.3071895424836601,,0.03091118800461361,0.2856416666666666
