player,school,conf,gp,Min_per,ortg,usg,efg_pct_given,ts_pct_given,orb_pct,drb_pct,ast_pct,tov_pct,ftm,fta,ft_pct,twopm,twopa,twop_pct,fg3m,fg3a,fg3_pct,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,draft_year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mpg,ogbpm,dgbpm,oreb,dreb,trb_pg,ast_pg,stl_pg,blk_pg,pts_pg,Unnamed: 64,Unnamed: 65,minutes,fgm,fga,efg_pct,ts_pct,position,height_w_shoes_in,weight_lbs,bmi,body_fat_pct,wingspan_in,standing_reach_in,hand_length_in,hand_width_in,vert_no_step_in,vert_max_in,lane_agility_sec,shuttle_run_sec,three_quarter_sprint_sec,bench_reps,BAR,PAN,PBHGT,PDHGT,rookie_per,usage_proxy_per40,ws_ratio,reach_ratio,power_to_weight,bmi_like,shooting_split
JAMES YOUNG,Kentucky,SEC,40,80.2,111.7,21.8,0.498,0.5364,3.7,11.0,10.8,15.9,125,177,0.706,101,215,0.47,82,235,0.349,0.6,1.4,39.3,Fr,6-Jun,1.0,3.736,121.225,2.6,2014,28736,all,98.4,0.89333331,56.0,89.0,45.0,126.0,0.6292,0.3571,20.0,22.0,0.9091,17.0,103.077,96.9728,3.64344,199.576,4.71558,4.20626,0.509324,5.06622,32.4,3.9176,1.14862,1.025,3.25,4.275,1.675,0.75,0.2,14.325,Wing G,10.8682,1296.0,183,450,0.49777777777777776,0.5364,SG,77.25,213.3,25.1,0.051,84.0,104.0,9.0,9.5,28.0,35.5,,,,,108.7%,85.5,132.0,139.5,2.8,,1.087378640776699,1.3462783171521036,,0.03574323687435197,0.26700799999999997
JARED SULLINGER,Ohio St.,B10,37,72.0,117.8,27.3,0.5379999999999999,0.5911,12.5,24.0,8.6,13.7,175,228,0.768,212,399,0.531,16,40,0.4,4.0,2.3,51.9,So,9-Jun,0.0,5.35069,135.153,3.9,2012,18035,all,99.4,0.64787114,118.0,173.0,94.0,226.0,0.6821,0.4159,16.0,17.0,0.9412,21.0,85.165,79.3279,4.95219,259.854,10.0557,5.46551,4.59023,10.5424,30.3514,7.08523,3.45719,3.1351,6.0541,9.1892,1.2432,1.1622,1.0541,17.4865,PF/C,2.10795,1123.0018,228,439,0.5375854214123007,0.5911,PF,79.75,268.2,29.6,0.107,85.25,105.5,9.25,9.8,29.5,31.0,12.77,,3.81,9.0,106.9%,90.2,135.0,136.5,10.1,,1.0689655172413792,1.322884012539185,1.0402684563758389,0.042169396920234664,0.3177667425968109
JARELL MARTIN,LSU,SEC,33,85.9,106.5,24.6,0.526,0.5654,9.7,18.1,10.5,18.4,140,203,0.69,188,345,0.545,14,52,0.269,1.8,1.9,51.1,So,9-Jun,12.0,3.76806,117.024,3.2,2015,28739,all,97.8,0.64130707,137.0,206.0,51.0,139.0,0.665,0.3669,45.0,45.0,1.0,25.0,93.3404,90.8088,4.3606,240.893,4.40655,2.44395,1.9626,4.03898,35.1212,2.7688,1.27018,2.9697,6.2727,9.2424,1.7879,1.1515,0.697,16.9091,Wing F,2.56274,1158.9996,202,397,0.5264483627204031,0.5654,PF,80.0,238.6,26.2,0.101,81.0,106.5,8.25,9.5,28.5,35.0,11.2,2.97,3.27,19.0,101.3%,78.4,135.0,141.5,6.3,,1.0125,1.33125,2.7870913663034367,0.03728125,0.2976539042821159
JAYLEN BROWN,California,P12,34,68.3,95.4,30.9,0.47100000000000003,0.5176,4.5,16.5,15.1,21.0,142,217,0.654,133,276,0.482,30,102,0.294,2.2,1.7,57.4,Fr,7-Jun,0.0,2.32017,111.435,4.6,2016,38792,all,99.4,0.63810632,98.0,160.0,35.0,116.0,0.6125,0.3017,21.0,25.0,0.84,3.0,96.1781,91.4564,3.55465,185.694,2.64996,0.00518571,2.64478,2.67159,27.6176,0.728962,1.94263,1.0588,4.2941,5.3529,1.9706,0.7941,0.6471,14.6471,Wing F,6.30595,938.9984,163,378,0.4708994708994709,0.5176,SG-SF,77.25,222.8,26.2,0.051,83.75,102.5,8.75,9.0,,,,,,,108.4%,78.8,,,4.6,,1.0841423948220066,1.3268608414239482,,0.03733517663200009,0.2437375661375661
JEFF AYRES,Arizona St.,P10,35,80.2,130.8,20.2,0.66,0.6899,11.0,21.9,6.7,12.3,113,145,0.779,198,299,0.662,0,1,0.0,3.3,1.0,48.3,Sr,10-Jun,,5.88808,137.154,3.3,2009,49752,all,,0.72090181,,,,,,,,,,31.0,95.9973,89.8587,4.05345,210.51,7.45978,4.83715,2.62263,7.47108,32.5429,5.79765,1.67343,2.4857,5.7143,8.2,0.8857,0.4857,0.8571,14.5429,,0.0578088,1139.0015,198,300,0.66,0.6899,PF,80.75,239.6,25.8,0.055,85.0,107.0,,,31.0,35.0,11.98,,3.14,15.0,105.3%,,138.0,142.0,4.9,,1.0526315789473684,1.325077399380805,2.191151919866444,0.03674529613051021,0.455334
JEFF TEAGUE,Wake Forest,ACC,31,79.9,113.1,26.2,0.546,0.6147,1.7,8.6,20.2,21.0,179,219,0.817,135,269,0.502,45,102,0.441,2.0,3.1,59.0,So,2-Jun,,4.56874,125.453,2.7,2009,1633,all,90.0,1.05770834,,,,,,,,,,19.0,95.1768,90.6154,3.95475,203.186,6.6175,4.81044,1.80706,8.47287,31.9677,5.78494,2.68792,0.4839,2.8065,3.2903,3.5484,1.871,0.6452,18.8387,,5.41344,990.9987,180,371,0.545822102425876,0.6147,PG,72.25,175.2,23.6,0.045,79.5,98.5,,,30.5,36.5,11.05,,3.18,13.0,110.0%,,129.0,135.0,3.8,,1.1003460207612457,1.3633217993079585,2.7083333333333335,0.03356281653715832,0.335516846361186
JEFF WITHEY,Kansas,B12,37,76.0,113.7,21.0,0.583,0.6207,8.8,20.9,6.2,17.8,137,192,0.714,184,317,0.58,1,1,1.0,13.7,1.4,60.4,Sr,Jul-00,5,3.75176,119.463,2.7,2013,10238,all,94.6,0.4794222,139.0,202.0,45.0,115.0,0.6881,0.3913,50.0,54.0,0.9259,39.0,83.0455,78.5563,4.99547,289.791,11.1432,1.73544,9.40775,10.4486,30.9189,4.19522,6.25337,2.1351,6.3784,8.5135,0.9459,0.7568,3.9459,13.7297,PF/C,0.0512785,1143.9993,185,318,0.5833333333333334,0.6207,C,82.75,221.8,22.8,0.087,86.0,110.5,9.0,9.8,26.5,29.0,12.49,3.29,3.47,10.0,103.9%,87.8,137.0,139.5,5.7,,1.039274924471299,1.3353474320241692,1.307484220018034,0.032391088069659825,0.36207500000000004
JERAMI GRANT,Syracuse,ACC,32,73.4,115.6,21.4,0.496,0.5474,9.1,17.2,9.4,11.3,120,178,0.674,133,263,0.506,0,5,0.0,2.5,1.7,66.4,So,8-Jun,3.0,3.82466,123.053,3.0,2014,25897,all,90.6,1.18924056,88.0,129.0,45.0,135.0,0.6822,0.3333,28.0,33.0,0.8485,39.0,97.8648,92.424,4.02905,166.665,4.63048,2.57061,2.05987,5.21693,31.4062,3.38554,1.83139,2.4375,4.3438,6.7812,1.375,0.8125,0.5625,12.0625,C,0.326018,1004.9984,133,268,0.4962686567164179,0.5474,SF,78.5,214.0,24.4,0.038,86.75,107.0,9.25,9.3,,,,,,,110.5%,85.6,,,6.2,,1.105095541401274,1.3630573248407643,,0.03472757515517871,0.27165746268656715
JEREMY EVANS,Western Kentucky,SB,34,65.3,129.2,17.3,0.6559999999999999,0.6681999999999999,13.5,17.8,5.9,14.0,64,93,0.688,134,199,0.673,3,12,0.25,7.2,1.9,44.1,Sr,9-Jun,40,3.49748,123.099,4.4,2010,331,all,,0.69446545,113.0,139.0,21.0,60.0,0.8129,0.35,61.0,64.0,0.9531,55.0,95.1372,95.7192,2.78986,192.491,8.08383,3.91722,4.16661,6.18888,26.5,4.051,2.13788,2.9706,3.9412,6.9118,0.7353,0.8235,1.7941,10.0294,C,0.806003,901.0,137,211,0.6563981042654028,0.6681999999999999,,,,,,,,,,,,,,,,,,,,5.4,,,,,,0.43860521327014207
JEREMY LAMB,Connecticut,BE,34,92.1,115.4,22.2,0.556,0.5895,3.0,11.1,10.1,15.0,98,121,0.81,146,243,0.601,71,211,0.336,1.7,2.1,26.7,So,5-Jun,3.0,5.10145,124.267,1.8,2012,18051,all,83.0,0.85294998,67.0,85.0,79.0,158.0,0.7882,0.5,23.0,24.0,0.9583,12.0,101.528,96.2073,3.85197,207.755,6.13466,5.05687,1.07779,7.13317,37.2353,5.58128,1.55189,0.9412,3.9412,4.8824,1.7059,1.2353,0.6176,17.7353,Wing G,10.2954,1266.0002000000002,217,454,0.5561674008810573,0.5895,SG,76.0,179.2,21.8,0.045,83.0,102.0,8.75,9.3,31.5,38.0,10.98,,3.25,5.0,109.2%,80.9,133.5,140.0,2.1,,1.0921052631578947,1.3421052631578947,1.0602678571428572,0.031024930747922435,0.3278606828193833
JERIAN GRANT,Notre Dame,ACC,38,91.1,122.2,25.6,0.536,0.5918,1.3,8.3,33.5,14.2,170,218,0.78,154,269,0.572,50,158,0.316,1.4,2.8,51.1,Sr,5-Jun,22.0,6.60476,137.617,2.1,2015,23810,all,78.0,3.07317281,107.0,142.0,47.0,127.0,0.7535,0.3701,10.0,11.0,0.9091,19.0,102.954,97.7003,3.78026,223.582,8.38154,7.90599,0.475553,8.37017,37.0526,6.94126,1.42891,0.3421,2.6842,3.0263,6.6316,1.6579,0.5,16.5263,Pure PG,6.99478,1407.9987999999998,204,427,0.5362997658079626,0.5918,PG,75.25,198.0,24.6,0.056,79.5,100.0,8.25,8.5,,,,,,,105.6%,70.1,,,6.0,,1.0564784053156147,1.3289036544850499,,0.03496650147349367,0.3173822014051522
JIMMER FREDETTE,BYU,MWC,36,89.4,114.7,36.6,0.531,0.5920000000000001,2.0,8.5,28.6,15.3,250,280,0.893,221,450,0.491,121,308,0.393,0.1,2.1,36.9,Sr,2-Jun,32.0,7.42677,144.768,1.5,2011,3137,all,54.4,1.19232373,109.0,151.0,112.0,299.0,0.7219,0.3746,2.0,3.0,0.6667,10.0,99.0445,95.5029,3.90002,215.402,7.05925,8.24222,-1.18298,10.1931,36.1389,10.0698,0.123288,0.6389,2.8611,3.5,4.3056,1.3333,0.0278,29.3056,Scoring PG,13.2585,1301.0004,342,758,0.5310026385224275,0.5920000000000001,,,,,,,,,,,,,,,,,,,,5.4,,,,,,0.3143535620052771
JIMMY BUTLER,Marquette,BE,37,86.3,122.0,21.2,0.516,0.5867,8.2,12.0,13.2,11.6,188,240,0.783,167,324,0.515,20,58,0.345,1.1,2.4,62.8,Sr,6-Jun,33.0,5.34463,129.53,1.5,2011,9284,all,,1.59253177,106.0,158.0,61.0,166.0,0.6709,0.3675,17.0,17.0,1.0,30.0,101.483,95.5339,3.76171,229.305,8.14842,6.26759,1.88083,8.54764,34.6486,6.89473,1.65292,2.4324,3.6486,6.0811,2.3243,1.4324,0.3514,15.7297,Wing G,2.6294,1281.9982,187,382,0.5157068062827225,0.5867,SF,78.0,222.2,25.7,0.054,79.5,101.5,9.0,9.0,32.0,39.0,11.12,,3.15,14.0,101.9%,81.0,133.5,140.5,2.9,,1.0192307692307692,1.3012820512820513,2.4572457245724575,0.036522024983563446,0.3025651832460733
JODIE MEEKS,Kentucky,SEC,36,85.9,118.9,27.9,0.5660000000000001,0.6286999999999999,2.0,8.6,11.7,15.8,211,234,0.902,146,280,0.521,117,288,0.406,0.4,2.2,41.2,Jr,5-Jun,,5.90613,133.801,2.2,2009,3812,all,92.4,0.65624182,,,,,,,,,,41.0,98.0648,93.586,3.89665,213.232,4.67523,5.8246,-1.14937,7.8038,34.3611,7.03987,0.763933,0.5278,2.8611,3.3889,1.75,1.3333,0.1389,23.7222,,13.2073,1236.9996,263,568,0.5660211267605634,0.6286999999999999,SG,75.0,211.4,26.4,0.08,76.5,98.0,,,28.5,37.0,10.96,,3.1,14.0,102.0%,,126.5,135.0,4.1,,1.02,1.3066666666666666,2.4503311258278146,0.037582222222222225,0.35585748239436615
JOHN HENSON,North Carolina,ACC,35,66.8,107.4,21.9,0.5,0.5051,9.1,25.1,8.0,11.0,69,135,0.511,205,410,0.5,0,0,0.0,9.6,1.1,32.9,Jr,11-Jun,31.0,3.01983,114.347,2.2,2012,10202,all,99.2,0.97775533,83.0,115.0,122.0,295.0,0.7217,0.4136,55.0,57.0,0.9649,14.0,85.5966,81.493,4.51549,270.434,9.29592,1.93911,7.35681,8.4478,29.1143,3.96186,4.48594,2.5429,7.4,9.9429,1.2571,0.5714,2.8857,13.6857,C,0.0,1019.0005,205,410,0.5,0.5051,PF,81.0,216.0,23.1,0.086,89.0,112.0,9.25,10.0,25.5,30.0,,,,5.0,109.9%,92.5,137.5,142.0,7.9,,1.0987654320987654,1.382716049382716,0.6944444444444444,0.03292181069958848,0.25255
JOHN JENKINS,Vanderbilt,SEC,35,80.9,126.4,23.6,0.62,0.6557999999999999,1.7,8.2,8.4,12.0,128,153,0.837,83,153,0.542,134,305,0.439,1.0,1.5,33.4,Jr,3-Jun,23.0,6.27491,138.698,1.4,2012,11858,all,95.4,0.76365026,47.0,64.0,36.0,89.0,0.7344,0.4045,1.0,1.0,1.0,23.0,102.238,96.4593,3.45085,175.039,8.45478,8.36461,0.090178,11.3378,33.6286,10.1899,1.14788,0.4571,2.4286,2.8857,1.2,0.8286,0.3143,19.8857,Combo G,15.6729,1177.001,217,458,0.6200873362445415,0.6557999999999999,SG,75.25,212.0,26.3,0.071,80.5,98.0,9.0,9.0,30.5,36.5,11.36,,3.37,10.0,107.0%,81.0,128.5,134.5,5.4,,1.069767441860465,1.302325581395349,1.721698113207547,0.037438880365558876,0.40665327510917026
JOHN WALL,Kentucky,SEC,37,83.9,108.7,26.9,0.503,0.5618,2.7,10.1,34.8,24.2,175,232,0.754,165,324,0.509,37,114,0.325,1.5,2.9,53.0,Fr,4-Jun,11,4.60411,123.007,2.2,2010,12637,all,99.8,1.61745724,116.0,182.0,40.0,127.0,0.6374,0.315,33.0,36.0,0.9167,1.0,93.3072,88.793,4.50963,247.229,7.09124,4.39997,2.69126,7.72509,34.8108,4.82966,2.89544,0.8108,3.4865,4.2973,6.5135,1.7838,0.5135,16.6486,Pure PG,4.98101,1287.9996,202,438,0.5034246575342466,0.5618,PG,74.75,195.6,24.6,0.056,81.25,101.5,8.25,9.5,30.0,39.0,10.84,,3.14,,108.7%,78.4,131.5,140.5,18.1,,1.0869565217391304,1.3578595317725752,,0.035006319839822816,0.2828239726027397
JOHNNY OBRYANT,LSU,SEC,34,74.2,98.6,28.5,0.498,0.5278,10.8,16.6,11.5,21.0,118,186,0.634,202,407,0.496,1,2,0.5,2.9,1.0,45.5,Jr,9-Jun,2,2.66127,113.53,4.2,2014,21315,all,92.2,0.5092397,99.0,157.0,102.0,249.0,0.6306,0.4096,20.0,22.0,0.9091,36.0,101.845,98.8389,3.17589,180.952,0.522272,-0.0866158,0.608887,0.645986,30.0,0.962371,-0.316386,3.0,4.7059,7.7059,1.6176,0.5,0.9118,15.4412,PF/C,0.110601,1020.0,203,409,0.49755501222493886,0.5278,,,,,,,,,,,,,,,,,,,,2.2,,,,,,0.26260953545232274
JON BROCKMAN,Washington,P10,33,73.8,114.3,23.0,0.529,0.5572,15.3,25.7,7.7,14.8,122,193,0.632,184,347,0.53,0,1,0.0,0.3,1.6,55.5,Sr,7-Jun,,4.1925,124.026,4.0,2009,2266,all,94.4,0.61903513,,,,,,,,,,38.0,92.3011,85.6734,4.28044,232.291,6.56566,4.35632,2.20933,6.49657,30.8485,5.05423,1.44234,4.2424,7.303,11.5455,1.1818,0.9091,0.0909,14.8485,,0.0542852,1018.0005000000001,184,348,0.5287356321839081,0.5572,,,,,,,,,,,,,,,,,,,,5.9,,,,,,0.2946114942528736
JON LEUER,Wisconsin,B10,34,83.1,116.8,29.4,0.526,0.568,6.5,22.6,12.8,11.3,113,134,0.843,173,337,0.513,54,146,0.37,3.1,1.0,27.7,Sr,10-Jun,30.0,6.02112,137.105,2.6,2011,1932,all,84.0,1.03708601,57.0,75.0,116.0,262.0,0.76,0.4427,17.0,18.0,0.9444,40.0,98.659,91.8777,4.04456,196.596,6.9244,5.3846,1.5398,8.76528,33.5,7.50485,1.26043,1.6765,5.5588,7.2353,1.6471,0.5,0.8824,18.2647,PF/C,8.99234,1139.0,227,483,0.525879917184265,0.568,PF,82.0,223.2,23.3,0.054,84.0,105.5,8.75,9.8,29.5,36.5,10.82,,3.36,14.0,102.4%,85.3,135.0,142.0,6.0,,1.024390243902439,1.2865853658536586,2.2894265232974913,0.03319452706722189,0.29869979296066246
JONNY FLYNN,Syracuse,BE,37,90.7,111.9,24.9,0.506,0.5657,1.9,5.9,32.6,20.5,175,223,0.785,168,325,0.517,45,140,0.321,0.4,2.0,48.0,So,Jun-00,,5.36686,126.92,1.5,2009,2115,all,96.6,1.95277362,,,,,,,,,,6.0,103.602,97.009,3.68145,214.199,4.75927,5.21382,-0.454556,5.64943,37.4865,5.10228,0.547152,0.5946,2.2162,2.8108,6.7027,1.3514,0.1622,17.4595,,5.61545,1387.0004999999999,213,465,0.5064516129032258,0.5657,PG,71.25,195.6,27.1,0.063,76.0,95.5,,,33.0,40.0,10.86,,3.23,10.0,106.7%,,128.5,135.5,11.0,,1.0666666666666667,1.3403508771929824,2.044989775051125,0.03853000923361034,0.28649967741935484
JORDAN CLARKSON,Missouri,SEC,35,86.8,109.7,27.3,0.48100000000000004,0.5458,2.9,9.3,23.3,16.8,162,195,0.831,177,354,0.5,32,114,0.281,0.6,1.9,41.7,Jr,5-Jun,5,4.52479,125.247,2.5,2014,15896,all,59.0,1.26882698,118.0,186.0,59.0,169.0,0.6344,0.3491,10.0,11.0,0.9091,46.0,106.782,103.088,3.20357,194.678,3.34317,3.73257,-0.389393,3.62059,35.0857,3.71877,-0.0981812,0.8,3.0286,3.8286,3.3714,1.0857,0.1714,17.4857,Combo G,5.62763,1227.9995000000001,209,468,0.4807692307692308,0.5458,PG,75.25,186.3,23.1,0.043,80.0,98.0,8.25,9.0,33.0,38.5,10.76,2.98,3.28,,106.3%,74.3,131.0,136.5,12.1,,1.06312292358804,1.302325581395349,,0.03290029911369632,0.26240384615384615
JORDAN CRAWFORD,Xavier,A10,35,79.4,113.0,28.9,0.532,0.5643,3.4,12.0,20.1,14.7,119,154,0.773,181,361,0.501,79,202,0.391,0.6,2.4,27.4,So,4-Jun,55,5.2373,132.041,2.0,2010,1345,all,52.8,1.18821539,111.0,178.0,70.0,183.0,0.6236,0.3825,17.0,18.0,0.9444,27.0,97.334,93.4411,3.6428,213.404,7.51311,6.47642,1.0367,9.56247,32.7714,8.04605,1.51642,0.9714,3.7714,4.7429,2.8857,1.3429,0.2,20.5143,Combo G,10.0716,1146.999,260,563,0.5319715808170515,0.5643,SG,75.0,198.4,24.8,0.049,79.0,101.0,8.0,9.0,31.5,34.5,11.03,,3.37,7.0,105.3%,72.0,132.5,135.5,8.4,,1.0533333333333332,1.3466666666666667,1.2172379032258065,0.035271111111111114,0.30019156305506217
JORDAN HAMILTON,Texas,B12,36,80.0,113.6,27.1,0.522,0.55,7.0,18.5,14.6,14.3,95,122,0.779,153,318,0.481,90,234,0.385,1.8,1.6,22.1,So,7-Jun,3.0,4.90635,129.112,2.2,2011,11388,all,98.8,0.98700263,67.0,93.0,86.0,225.0,0.7204,0.3822,13.0,14.0,0.9286,26.0,89.7318,85.4175,4.60922,237.627,8.99992,6.17444,2.82548,10.7346,32.2222,8.31412,2.42047,2.0,5.6667,7.6667,2.1111,0.8611,0.6389,18.6389,Stretch 4,11.7651,1159.9992,243,552,0.5217391304347826,0.55,SF,78.75,228.4,25.9,0.098,81.5,104.0,9.0,9.3,25.0,32.0,11.47,,3.3,7.0,103.5%,83.3,129.0,136.0,4.7,,1.034920634920635,1.3206349206349206,0.9807355516637478,0.036829428067523304,0.28695652173913044
JORDAN HILL,Arizona,P10,34,86.3,108.9,28.0,0.537,0.5604,15.4,22.2,9.6,17.5,117,179,0.654,252,469,0.537,0,0,0.0,5.6,1.5,38.2,Jr,10-Jun,,5.25931,126.906,3.4,2009,215,all,83.0,0.51547548,,,,,,,,,,8.0,101.241,94.4767,3.92113,251.586,5.5629,3.55648,2.00643,4.59277,35.6765,4.56177,0.0309945,4.2059,6.8235,11.0294,1.4706,0.8824,1.7059,18.2647,,0.0,1213.001,252,469,0.5373134328358209,0.5604,PF-C,81.25,232.4,24.7,0.06,85.5,108.0,,,31.0,35.0,12.23,,3.3,11.0,105.2%,,139.0,143.0,6.8,,1.0523076923076924,1.3292307692307692,1.6566265060240963,0.03520378698224852,0.30111044776119406
JORDAN WILLIAMS,Maryland,ACC,33,81.3,110.8,23.7,0.5379999999999999,0.5523,12.6,26.0,3.9,11.5,131,228,0.575,213,396,0.538,0,0,0.0,4.1,1.2,57.6,So,10-Jun,20.0,3.87178,119.243,3.0,2011,12373,all,82.4,0.39623934,168.0,262.0,45.0,133.0,0.6412,0.3383,37.0,42.0,0.881,36.0,89.2014,84.9025,4.74152,263.04,3.64621,1.5545,2.0917,5.37986,32.5152,3.89937,1.4805,3.6667,8.0909,11.7576,0.6364,0.697,1.3636,16.8788,C,0.0,1073.0016,213,396,0.5378787878787878,0.5523,PF,79.75,247.2,27.3,0.121,84.25,106.5,9.25,10.0,25.0,30.5,12.74,,3.45,10.0,105.6%,92.5,131.5,137.0,6.5,,1.0564263322884013,1.335423197492163,1.2338187702265373,0.038867542575249846,0.29707045454545455
JOSH HARRELLSON,Kentucky,SEC,38,71.0,131.3,13.7,0.615,0.6159,15.2,18.9,5.1,11.3,33,56,0.589,125,198,0.631,2,10,0.2,5.2,2.0,26.9,Sr,10-Jun,55.0,4.03258,125.838,3.4,2011,7227,all,46.2,1.07152549,101.0,128.0,24.0,70.0,0.7891,0.3429,18.0,19.0,0.9474,45.0,91.5978,86.3839,3.99637,234.113,10.4143,5.62008,4.7942,7.83255,28.5,4.69384,3.13871,3.6842,4.9737,8.6579,0.7895,0.9211,1.5,7.6053,C,0.556507,1083.0,127,208,0.6153846153846154,0.6159,,,,,,,,,,,,,,,,,,,,6.6,,,,,,0.37901538461538464
JOSH RICHARDSON,Tennessee,SEC,32,90.4,110.7,25.3,0.519,0.5602,2.9,13.2,24.4,18.9,99,124,0.798,138,271,0.509,46,128,0.359,2.0,3.8,31.1,Sr,6-Jun,1.0,4.88145,124.294,2.7,2015,20063,all,51.0,1.35298553,49.0,71.0,89.0,200.0,0.6901,0.445,8.0,8.0,1.0,40.0,101.953,97.3721,3.76925,210.401,5.88059,4.44294,1.43766,7.4839,36.3125,5.35188,2.13202,0.875,3.5938,4.4688,3.5938,2.0938,0.5,16.0312,Combo G,7.20117,1162.0,184,399,0.518796992481203,0.5602,,,,,,,,,,,,,,,,,,,,7.3,,,,,,0.29063007518796996
JRUE HOLIDAY,UCLA,P10,35,67.6,107.2,20.5,0.504,0.5315,6.0,11.8,23.8,23.4,45,62,0.726,85,161,0.528,27,88,0.307,2.1,3.5,24.9,Fr,3-Jun,,2.69889,113.024,3.2,2009,5415,all,99.6,1.71995891,,,,,,,,,,17.0,95.4139,90.0492,3.39905,183.665,8.33521,4.49208,3.84313,6.74022,27.1429,3.30703,3.43319,1.2571,2.5143,3.7714,3.6857,1.5714,0.5143,8.4571,,5.62457,950.0015000000001,112,249,0.5040160642570282,0.5315,PG-SG,75.25,199.0,24.7,0.063,79.0,100.5,,,28.5,34.0,10.64,,3.21,6.0,105.0%,,129.0,134.5,9.4,,1.0498338870431894,1.3355481727574752,1.0251256281407035,0.03514309996578404,0.26788453815261043
JUSTIN ANDERSON,Virginia,ACC,26,52.8,120.5,22.0,0.5720000000000001,0.6097,3.1,14.5,14.0,13.2,64,82,0.78,56,117,0.479,47,104,0.452,2.5,1.6,37.1,Jr,6-Jun,1.0,4.20367,129.325,1.7,2015,28488,all,90.2,1.45164815,44.0,66.0,12.0,51.0,0.6667,0.2353,18.0,21.0,0.8571,21.0,88.5752,84.0094,4.15299,121.798,9.76844,5.49031,4.27813,11.5827,27.8462,7.23767,4.34501,0.6538,3.3846,4.0385,1.7308,0.6538,0.5385,12.1923,Wing G,9.77045,724.0012,103,221,0.5723981900452488,0.6097,SF-SG,77.25,230.6,27.2,0.05,83.75,101.0,8.5,9.5,38.0,43.0,11.13,2.88,3.22,12.0,108.4%,80.8,139.0,144.0,5.0,,1.0841423948220066,1.307443365695793,2.237640936686904,0.038642242959332225,0.34899117647058825
JUSTISE WINSLOW,Duke,ACC,39,72.3,112.2,22.4,0.551,0.5720000000000001,5.4,19.8,13.2,16.8,100,156,0.641,127,246,0.516,46,110,0.418,2.9,2.8,43.8,Fr,6-Jun,12.0,3.7048,122.324,3.8,2015,38640,all,97.6,1.15495747,112.0,163.0,15.0,85.0,0.6871,0.1765,24.0,25.0,0.96,10.0,92.0154,85.5702,4.19758,246.908,9.53879,4.7201,4.8187,9.03031,29.1026,4.83748,4.19282,1.2564,5.2051,6.4615,2.1026,1.3333,0.8718,12.6154,Wing G,5.83216,1135.0013999999999,173,356,0.550561797752809,0.5720000000000001,SF,76.5,221.8,26.6,0.053,82.25,104.5,8.5,9.3,,,,,,,107.5%,78.6,,,9.2,,1.0751633986928104,1.3660130718954249,,0.037899953009526255,0.3149213483146068
KJ MCDANIELS,Clemson,ACC,36,82.4,111.4,28.5,0.505,0.5665,8.8,15.9,12.7,16.0,154,183,0.842,167,317,0.527,42,138,0.304,8.9,2.3,40.2,Jr,5-Jun,32,4.53266,127.291,2.6,2014,22137,all,55.4,0.68671931,110.0,157.0,57.0,159.0,0.7006,0.3585,57.0,62.0,0.9194,32.0,89.9203,86.1852,4.97791,249.001,10.9635,4.07653,6.88702,12.3738,33.6667,7.23211,5.1417,2.3889,4.6944,7.0833,1.5833,1.1389,2.7778,17.0556,Stretch 4,7.57458,1212.0012,209,455,0.5054945054945055,0.5665,SF,76.5,195.6,23.5,0.045,83.25,102.0,8.75,9.8,33.0,37.0,12.71,3.2,3.1,,108.8%,85.3,135.0,139.0,7.6,,1.088235294117647,1.3333333333333333,,0.03342304241958221,0.28636263736263734
KARL-ANTHONY TOWNS,Kentucky,SEC,39,52.3,122.7,24.2,0.57,0.6272,14.1,22.2,11.5,16.6,109,134,0.813,143,248,0.577,2,8,0.25,11.4,1.4,52.3,Fr,11-Jun,12.0,3.68761,136.184,5.6,2015,35836,all,99.2,0.8301693,87.0,121.0,56.0,128.0,0.719,0.4375,22.0,24.0,0.9167,1.0,77.2779,73.2127,3.93509,202.777,14.8828,5.63939,9.24336,13.1262,21.1282,6.31975,6.80643,2.359,4.3333,6.6923,1.1282,0.4615,2.2564,10.2821,C,0.606421,823.9997999999999,145,256,0.5703125,0.6272,,,,,,,,,,,,,,,,,,,,23.8,,,,,,0.35769999999999996
